..........9....4.57.1.8..9.......2.9..7.53..4.....7.8.35.4.....4.9......21.8.....,645329718892716435731584692563148279987253164124967583358471926479632851216895347,Easy,
..8..96..47.18...92...74...8..4.132.1...9.....4.6..........7........29.4.........,518239647473186259269574813897451326126793485345628791984317562751862934632945178,Easy,
...57.2.......25.33......86..84.7..2...2....8..5.8.3.41...24.......1.....7.6..1..,869573241741862593352941786618437952437295618925186374193724865586319427274658139,Intermediate,
.........9.2....75...5.7.1.7......56.....4..9.95.1.......9.3.6..4.1..3.2.6....5..,578491623912386475436527918784239156123654789695718234251943867847165392369872541,Intermediate,
.1...6.5..9.18.72.....27...7..4.29....5.1....98..5..........8...2....69......1.72,217946358394185726658327149731462985465819237982753461576294813123578694849631572,Easy,
.....2........1.9....7....539..1...25..9.7.617.......3..7....5....2..83..86..9.2.,153892746672541398849763215394618572528937461761425983237184659915276834486359127,Easy,
.72....1.85....23.1.4....5....8.73....7.....6...25..7131........4..6.8.....5...2.,672385419859614237134972658561897342927143586483256971318429765245761893796538124,Easy,
.9..7..85.6...8....8.92.74..5...7.96..3.6.2..8....9..3......3.8.....3......45....,291374685467518932385926741154237896973865214826149573642791358519683427738452169,Easy,
5....1..239......7.1....65...8..61.....3..2..7.....5.8....6..8....27.9.....195...,586741392394652817217839654948526173651387249732914568129463785465278931873195426,Expert,
.59.4.2..........42..8...371....9...9.5...1...3....8...8....521..3.1...9....27...,359746218817932654246851937178269345965384172432175896784693521523418769691527483,Expert,
4..1........29........8.5...4....1...9.5.843..3.4...5.....1..78..29.....7....3..9,425176893813295764679384521546739182197528436238461957954612378382947615761853249,Intermediate,
...8..7..2.6.4.19.19.7....44.9..6..........2.8...7....6.1.8......5.9.....82....4.,354819762276345198198762534419526873567138429823974615641283957735491286982657341,Expert,
.....5.14..721...3....74.......2...61.6..3.59..3....4.4..6........5.....6...3.1.2,298365714547219683361874925954128376126743859873956241419682537732591468685437192,Expert,
....7.2..2..86.43..1.......4329....1.79........6...38....4.......3..2.9.....836..,384579216297861435615324978432958761879136542156247389768495123543612897921783654,Expert,
.......4.......2.92.1.6...39..5....1.....9.8....1...35..4.1..2.63.2..5..8..4.53..,369852147785341269241967853923584671156739482478126935594613728637298514812475396,Expert,
6...9....3...2..5...1.........53....9627.......7..2.......7.1...1.95.73.....8.2.6,645897321379621458821345967184539672962718543537462819496273185218956734753184296,Expert,
84....16.7..2..3......5.......8.......5....4.13...7...3..7..8......6....6.74.1...,842973165756214389913658427479826531265139748138547692324795816581362974697481253,Expert,
....28.3.2..6......1.453..........4....51.3...3..86.7..87..5..6..41...8...6....5.,675928134243671598819453627562739841798514362431286975987345216354162789126897453,Easy,
3...81...8....4....95.6...8..14..3...54...6.7..8.7...9.....35.......7.1...96.....,346981752827354961195762438671429385954138627238576149712843596563297814489615273,Expert,
..4.....6...6...1757....9..49.1375..............8.5...95..78.4..1.3..........9.7.,124793856389652417576481923498137562735926184261845739953278641817364295642519378,Easy,
37.56...........37....872.648.6...732.3.5.......9..4..7.6......5......8.......9..,372561849865249137941387256489612573213754698657938421796825314534196782128473965,Easy,
2......35.4....2...17.....66.........73.25..94.9.37.2.....9...7.3.......5...6.4..,268941735945376218317258946652819374173425869489637521824193657736584192591762483,Easy,
..67.481..8..6.7.......1.........54...8.45276.....7......1..9...7....6855.9..64..,956734812183269754427581369792618543318945276645327198864152937271493685539876421,Expert,
..9.3....53.7.1.......8...6753...84..4.........8....3.8..9..4....4.....7.7.....13,289536174536741298417289356753692841142358769698417532861973425324165987975824613,Easy,
3.8....1.61..3..5.....4....4975........96.5....68..3.1....9..6.95.4.......1....4.,348259716619738452275641983497513628183962574526874391834197265952486137761325849,Expert,
...6..7..9.25...3157....62..2.9...74.....4....1......2..1.......9....25.7....3.19,138642795962578431574319628823956174657124983419837562281795346396481257745263819,Intermediate,
.47..93.8.....6...5.8...1........4876.........83...69.8...91....31...9.47..4...1.,147529368329816745568734129915263487672948531483175692854391276231687954796452813,Expert,
.4.5.9..351..7.....69..4..7....63.8.8.....73.............9...41.....89..1.....65.,748529163512376894369184527921763485854291736673845219286957341435618972197432658,Expert,
.9....5....3.14......2......8.....5.....2..74..4.9.8..2..5.9..34..3...1......8..7,792683541853914762641257398187436259369825174524791836216579483478362915935148627,Expert,
........34.7..5....2......15..6..3.8.38......14....5...6...2....153.74.6..4....7.,651278943497135862823964751572649318938751624146823597769482135215397486384516279,Easy,
5..8.......8..42.9..1.9.86...........16...7.4.......164....6...8.51...4..7.2...5.,597862431638514279241793865754621398916385724382479516423956187865137942179248653,Easy,
..5......1.46......7.31..9.2.19...63....4......913.54.6.......5..7..9...512....7.,925874136134692758876315294241957863358246917769138542693721485487569321512483679,Expert,
....4.5..4.1..3.....82......2..6..8.1....5.3...48.2....3...6..1...48..9.9...3....,293148576451673928768259413529364187186795234374812659835926741612487395947531862,Easy,
.3...5..9......1..1..37985.....4......4.58.32.5793...1....813..........5.7....92.,738415269495826173126379854283147596914658732657932481569281347842793615371564928,Expert,
8.76....1......4...5....67.....8.....19..57..68..125.4.......46.6.8..12.9..1.....,827649351396571482451328679745986213219435768683712594138257946564893127972164835,Expert,
.3..7.....4.2...1...19.38..5....21.........23...384..9.....97.5.1..5..8........9.,832571964945268317761943852573692148498715623126384579684129735319457286257836491,Easy,
.......5...2...3.....7..9.4.7...42.1..6..2.3..51..7.6..9..........13.......5.61.7,917463852542891376638725914379654281486912735251387469195278643764139528823546197,Easy,
9.5..2.....4.39...82.5....3....14.82..2..5.3.......1........918..9..157...8......,935162847764839251821547693653914782182675439497328165276453918349281576518796324,Easy,
..8.9......1.739.8.5..8....54.32...18231....4............7...43..2..9....3..4....,378591426261473958954286137549328671823167594716954382695712843482639715137845269,Easy,
816.9...45.4....69.9.4...1....34.1.5.2..193.....56..2............1.5..9.....3..5.,816795234574123869392486517968342175725819346143567928659271483431658792287934651,Easy,
5.9.......6.3.8....8.54........3.9..4..2......7......3.2.6...3.8...7....7...5.694,519726348264398175387541269158437926493265781672189453925614837846973512731852694,Intermediate,
.5..9..4..1...5..68..4.............94.....682...7......4.95.....61...2....5.81..7,652197843314825976897436125586243719473519682129768534748952361961374258235681497,Intermediate,
.1.....6.....7.915..4..5..76..4...83.....7..6....5.4......8.....5...31..3.8...5..,517928364862374915934165827625419783149837256783256491471582639256793148398641572,Expert,
4.....31.3.1..4859..5...7.....2.5...9..38.4...........83.42....2...5.9.4...1.8...,478592316321674859695831742784215693952386471163947528837429165216753984549168237,Easy,
.85314..91...7....93.8.....3...8......92.5..7.5.4.....8..5..2....2.3.....73...4.8,285314769164972853937856142326781594419265387758493621891547236642138975573629418,Easy,
.....4.37......5.173..5.49...16...5......5.7...632......9.36....1..7.....4....16.,165984237492763581738251496981647352324815679576329814259136748613478925847592163,Expert,
5..2..9.31....8......15..8..2.9....7....1..3.39.58.1.48.5.7......4...........4...,587246913169738245243159786421963857758412639396587124835671492974825361612394578,Easy,
......7....3.4..19......43885..1...21...32.......8..9..79..384.....9..5.2.......7,948361725723548619615279438854916372197432586362785194579623841486197253231854967,Expert,
..4......53......82..1984......6.......9.762......29.5.6.8...4.....2.8...5...4.7.,894573162531246798276198453925461387183957624647382915762839541419725836358614279,Expert,
.81..4.7.9.3.7.8.......8.2.2.6....3....8..7.....9.6.4..4.1....6.3.42.............,581294673923671854467358129216547938394812765875936241742185396638429517159763482,Intermediate,
..39...6..6..8..4.7.942.5.....3...5.3..74...6.4..6.2....5.9..2...7...9.......7...,453971862162583749789426531976312458328745196541869273815694327637258914294137685,Easy,
..3....5.......9....5....76..6.8.5.3...3......2..598........6.78...6..2..9..24.3.,943671258768235914215948376176482593589316742324759861452193687831567429697824135,Simple,
..4..7........94.69..3.........5....5...72.98.2..3.7.48.7...6.2..2.....9.56......,164527983235189476978346125783954261541672398629831754897415632312768549456293817,Expert,
...9.....6....2..5....58.1...1...4.....867.2...8...96.8.679........4..8....5.12..,185974632674132895392658714761329458459867123238415967826793541517246389943581276,Expert,
.........318...4....9.37.5..........6....8.7...49.5.6.5.7....4.1..87...6.6..4....,756284139318659427429137658295763814631428975874915362587396241143872596962541783,Intermediate,
....78..1.....6.248....5.........4.7..9...26......2..5.......4667..59...2.4...1..,463278591957136824812945673528693417739514268146782935395821746671459382284367159,Expert,
.451.7..6......1..29.86..4..7........58....6.1...9.2...2....7.........18..67...9.,345127986687945123291863547472516839958372461163498275829631754734259618516784392,Expert,
6.82....3.356....7..7...4....1...........1.42....7......3.2...5.1..3.8..7...153.6,648297153135648297927153468451362789379581642286479531863724915512936874794815326,Expert,
31..5..896..2...5..756..3.1.....5..8...896..5....1...3...........897.....93.....7,312457689689231754475689321926345178731896245854712963547123896168974532293568417,Expert,
.6..7...28......7..2.54.9..7.2.....1514..8....8...........1...4..1.642.82........,465879132893621475127543986732456891514798623689132547958217364371964258246385719,Expert,
7....52.43......8..........2..6.....5.4.13........25....37.6.2.861.3.7....7...4.3,789365214345127986612948375238659147574813692196472538453796821861234759927581463,Intermediate,
....1..79..8.......4....82.........2.672...4.....5.16....1.4..8...6.2.57..2.78...,256813479198427536743965821519346782367281945824759163675134298481692357932578614,Intermediate,
1..2...4.....83.1...26.93...3.....59.6.1...8.82..56...........8..5.....3.....1.9.,193275846657483912482619375731842659569137284824956731376594128915728463248361597,Easy,
...1..2...9.............57....9.1......76...56..4.5.1.2.8.....74...7..6256..8..4.,853147296796852431124396578375921684941768325682435719238614957419573862567289143,Expert,
.....3417.......8.4.....6.5.1..4752.........37..........4.5.2...5.6...78.32.7....,598263417367415982421789635913847526285196743746532891874351269159624378632978154,Easy,
27...5...5..86..2......1.7.....9..62.5....3.18361....9..9...1..6........7..3..6..,278435916591867423364921578147593862952678341836142759489256137613784295725319684,Easy,
....87.9..67...3..4.........7.34.95.9....2.....8.5..4...2....6.345...728..9......,523187496867429315491563872276348951954712683138956247712834569345691728689275134,Intermediate,
78.......9.5.2.......4.......3.19......8.23.114..5...2...38..9.2.7....4..5.......,784935126935126478612478539823619754579842361146753982461387295297561843358294617,Easy,
47.6.5..3......2..5...4......376............9......41.6....4...29..561.....1..39.,472615983316978254589243761143769825725481639968532417631894572297356148854127396,Easy,
.1.......34....7.....2...1.98.....3...5.3.149....5....8..5....7...12.3..72.39....,617945283342681795598273614984712536275836149163459872831564927459127368726398451,Easy,
...1.7....7..2..6392....1..3..76...5....9........5.4767........1...32...2..6...4.,536187294471925863928346157342768915657491328819253476795814632164532789283679541,Easy,
.....1.841..54.7..5.42..1..7..1.....9....62....6.....92........87...295..6.......,627931584139548762584267193752194638948376215316825479291653847873412956465789321,Expert,
....5....65.....2...9....16.....62.8.6.8.9..153..........9..8.7....7..9.2........,423651789651798423879324516914536278762849351538217964145962837386475192297183645,Intermediate,
.53....6974..2.3........4...29..1.5....579.....6.........69.1.....3.5....9..12..7,153784269748926315962153478829461753431579682576238941385697124217345896694812537,Easy,
